Table representing for each cluster of homologous EVEs the transposable elements of the RepeatModeler RepeatPeps database overlapping with EVEs. The overlap percentage represents the fractional size of the transposable element that overlaps with the EVEs. Only TEs overlapping at least 20% inside the EVEs and at least 50% to the right or left of the EVE were kept. 										
Clustername	Query	Qstart	Qend	Qevalue	Overlapping_TE	TE_start	TE_end	TE_evalue	Overlap_percentage	TE_orientation
Cluster4185	UXGC01005705.1:1437-2237(+):Eurytoma_adleriae	1437	2237	5.228e-23	Gypsy-9_PBa_env#LTR/Gypsy	1441	2058	2.533e-45	77.125	inside
Cluster4185	UXGC01051361.1:5-503(-):Eurytoma_adleriae	5	503	2.823e-15	Gypsy5-NVi_env#LTR/Gypsy	9	500	1.586e-28	98.59437751004016	inside
Cluster4185	UXGB01024679.1:432-2199(-):Eurytoma_brunniventris	432	2199	1.1220000000000002e-143	Gypsy-19_PBa_env#LTR/Gypsy	3	1841	6.143e-193	79.73967176004527	left
Cluster4185	UXGB01024154.1:428-2246(-):Eurytoma_brunniventris	428	2246	4.795e-142	Gypsy-19_PBa_env#LTR/Gypsy	3	1772	6.764e-191	73.92739273927393	left
Cluster4185	UXGB01003030.1:12589-14536(+):Eurytoma_brunniventris	12589	14536	3.524e-127	Gypsy-6_AEc_env#LTR/Gypsy	12638	14434	5.501e-170	92.24447868515665	inside
Cluster4185	UXGB01008066.1:145-2146(-):Eurytoma_brunniventris	145	2146	1.211e-93	Gypsy-17_PBa_pol#LTR/Gypsy	1107	4361	6.3960000000000005e-295	51.9240379810095	right
Cluster4185	UXGB01005195.1:6920-8927(+):Eurytoma_brunniventris	6920	8927	1.0969999999999999e-92	Gypsy-11_SI_env#LTR/Gypsy	6939	8720	3.871e-143	88.73941205779771	inside
Cluster4185	UXGB01028344.1:423-1893(+):Eurytoma_brunniventris	423	1893	1.3560000000000002e-84	Gypsy-6_AEc_env#LTR/Gypsy	427	1893	6.347e-128	99.72789115646259	inside
Cluster4185	UXGB01028344.1:423-1893(+):Eurytoma_brunniventris	423	1893	1.3560000000000002e-84	Gypsy-6_AEc_env#LTR/Gypsy	427	1893	6.347e-128	99.72789115646259	right
Cluster4185	UXGB01050203.1:0-984(+):Eurytoma_brunniventris	0	984	1.665e-74	Gypsy-17_PBa_env#LTR/Gypsy	1	981	1.854e-106	99.59349593495935	inside
Cluster4185	UXGB01034820.1:38-1505(-):Eurytoma_brunniventris	38	1505	2.59e-73	Gypsy-7_PBa_env#LTR/Gypsy	3	1355	4.735e-110	89.77505112474438	left
Cluster4185	UXGB01017349.1:1423-2284(-):Eurytoma_brunniventris	1423	2284	5.374e-62	Gypsy5-NVi_env#LTR/Gypsy	1737	2684	1.7940000000000002e-132	63.530778164924506	right
Cluster4185	UXGB01023199.1:1690-2350(+):Eurytoma_brunniventris	1690	2350	1.3109999999999999e-41	Gypsy-6_AEc_env#LTR/Gypsy	1751	2347	1.276e-57	90.30303030303031	inside
Cluster4185	UXGB01061527.1:2-569(-):Eurytoma_brunniventris	2	569	5.342e-39	Gypsy-19_PBa_env#LTR/Gypsy	7	570	8.992e-58	99.11816578483244	right
Cluster4185	UXGB01061523.1:2-569(-):Eurytoma_brunniventris	2	569	6.6e-38	Gypsy-19_PBa_env#LTR/Gypsy	7	570	2.875e-56	99.11816578483244	right
Cluster4185	UXGB01057797.1:116-764(+):Eurytoma_brunniventris	116	764	3.817e-35	Gypsy-6_AEc_env#LTR/Gypsy	156	764	9.567e-52	93.82716049382715	inside
Cluster4185	UXGB01057797.1:116-764(+):Eurytoma_brunniventris	116	764	3.817e-35	Gypsy-6_AEc_env#LTR/Gypsy	156	764	9.567e-52	93.82716049382715	right
Cluster4185	UXGB01047481.1:417-1047(+):Eurytoma_brunniventris	417	1047	3.7470000000000004e-34	Gypsy-6_AEc_env#LTR/Gypsy	454	1044	4.341e-49	93.65079365079364	inside
Cluster4185	UXGB01063194.1:1-520(+):Eurytoma_brunniventris	1	520	6.652e-32	Gypsy-6_AEc_env#LTR/Gypsy	5	520	2.388e-39	99.22928709055877	inside
Cluster4185	UXGB01063194.1:1-520(+):Eurytoma_brunniventris	1	520	6.652e-32	Gypsy-6_AEc_env#LTR/Gypsy	5	520	2.388e-39	99.22928709055877	right
Cluster4185	UXGB01062380.1:2-545(-):Eurytoma_brunniventris	2	545	2.099e-30	Gypsy5-NVi_env#LTR/Gypsy	0	539	6.029999999999999e-45	98.89502762430939	left
Cluster4185	UXGB01062379.1:2-545(-):Eurytoma_brunniventris	2	545	2.872e-30	Gypsy5-NVi_env#LTR/Gypsy	0	539	1.25e-45	98.89502762430939	left
Cluster4185	UXGB01019638.1:2-695(-):Eurytoma_brunniventris	2	695	1.6989999999999998e-29	Gypsy-9_PBa_2p#LTR/Gypsy	12	1301	6.821000000000001e-124	98.55699855699855	right
Cluster4185	UXGB01059608.1:52-655(-):Eurytoma_brunniventris	52	655	3.515e-28	Gypsy-6_AEc_env#LTR/Gypsy	6	509	3.661e-50	75.787728026534	left
Cluster4185	UXGB01016017.1:1304-1847(-):Eurytoma_brunniventris	1304	1847	3.451e-13	Gypsy-6_AEc_env#LTR/Gypsy	1573	2103	4.189e-20	50.46040515653776	right
Cluster4185	NW_011888080.1_0:14104-15967(+):Fopius_arisanus	14104	15967	3.842e-123	Gypsy-6_AEc_env#LTR/Gypsy	14093	15967	2.866e-189	100	full
Cluster4185	NW_011888080.1_0:14104-15967(+):Fopius_arisanus	14104	15967	3.842e-123	Gypsy-6_AEc_env#LTR/Gypsy	14093	15967	2.866e-189	100.0	left
Cluster4185	NW_011888289.1:158-1511(-):Fopius_arisanus	158	1511	1.611e-86	BEL-6_SI_pol#LTR/Pao	530	1408	1.4e-79	64.89283074648928	inside
Cluster4185	NW_011888182.1:17334-18279(+):Fopius_arisanus	17334	18279	2.8679999999999997e-41	Gypsy-17_PBa_env#LTR/Gypsy	17413	18273	1.921e-71	91.005291005291	inside
Cluster4185	NW_011888242.1:4883-5408(+):Fopius_arisanus	4883	5408	1.217e-30	Gypsy-6_AEc_env#LTR/Gypsy	4908	5408	7.907e-41	95.23809523809523	inside
Cluster4185	NW_011888242.1:4883-5408(+):Fopius_arisanus	4883	5408	1.217e-30	Gypsy-6_AEc_env#LTR/Gypsy	4908	5408	7.907e-41	95.23809523809523	right
Cluster4185	NW_011888280.1:1823-2486(+):Fopius_arisanus	1823	2486	2.556e-30	Gypsy-9_PBa_env#LTR/Gypsy	1848	2486	1.914e-52	96.22926093514329	inside
Cluster4185	NW_011888280.1:1823-2486(+):Fopius_arisanus	1823	2486	2.556e-30	Gypsy-9_PBa_env#LTR/Gypsy	1848	2486	1.914e-52	96.22926093514329	right
Cluster4185	NW_011888133.1_0:16878-17439(-):Fopius_arisanus	16878	17439	1.309e-21	Gypsy-17_PBa_pol#LTR/Gypsy	16063	17478	5.538e-159	100	full
Cluster4185	NPMM01014430.1:924-1653(-):Formica_exsecta	924	1653	2.635e-48	Gypsy5-NVi_env#LTR/Gypsy	1211	1867	8.802e-67	60.63100137174211	right
Cluster4185	NPMM01009335.1:1411-2116(+):Formica_exsecta	1411	2116	8.217e-44	Gypsy5-NVi_env#LTR/Gypsy	1421	2116	1.7170000000000001e-65	98.58156028368793	inside
Cluster4185	NPMM01009335.1:1411-2116(+):Formica_exsecta	1411	2116	8.217e-44	Gypsy5-NVi_env#LTR/Gypsy	1421	2116	1.7170000000000001e-65	98.58156028368793	right
Cluster4185	NPMM01008767.1:42-723(+):Formica_exsecta	42	723	5.674e-35	Gypsy-11_SI_env#LTR/Gypsy	43	618	8.103e-62	84.43465491923642	inside
Cluster4185	scaffold_92436:412-2137(-):Ganaspis_brasiliensis	412	2137	4.153e-114	Gypsy5-NVi_env#LTR/Gypsy	723	2447	5.996e-218	81.97101449275362	right
Cluster4185	scaffold_60252:956-2864(+):Ganaspis_brasiliensis	956	2864	1.522e-112	Gypsy5-NVi_env#LTR/Gypsy	1011	2861	5.774e-215	96.96016771488469	inside
Cluster4185	scaffold_60384:725-2228(+):Ganaspis_brasiliensis	725	2228	1.033e-96	Gypsy-6_AEc_env#LTR/Gypsy	726	2297	2.634e-163	99.93346640053227	right
Cluster4185	scaffold_36567:1002-2790(+):Ganaspis_brasiliensis	1002	2790	3.18e-95	Gypsy-11_SI_env#LTR/Gypsy	1036	2787	3.352e-158	97.93064876957494	inside
Cluster4185	scaffold_26656:7361-8978(+):Ganaspis_brasiliensis	7361	8978	1.94e-82	Gypsy-11_SI_env#LTR/Gypsy	7410	8978	3.8710000000000006e-124	96.96969696969697	inside
Cluster4185	scaffold_26656:7361-8978(+):Ganaspis_brasiliensis	7361	8978	1.94e-82	Gypsy-11_SI_env#LTR/Gypsy	7410	8978	3.8710000000000006e-124	96.96969696969697	right
Cluster4185	scaffold_125931:5-1106(+):Ganaspis_brasiliensis	5	1106	1.275e-78	Gypsy5-NVi_env#LTR/Gypsy	27	1106	9.62e-127	98.0018165304269	inside
Cluster4185	scaffold_125931:5-1106(+):Ganaspis_brasiliensis	5	1106	1.275e-78	Gypsy5-NVi_env#LTR/Gypsy	27	1106	9.62e-127	98.0018165304269	right
Cluster4185	scaffold_48537:388-2245(+):Ganaspis_brasiliensis	388	2245	6.43e-77	Gypsy-9_PBa_env#LTR/Gypsy	505	963	2.463e-44	24.66343564889607	inside
Cluster4185	scaffold_48537:388-2245(+):Ganaspis_brasiliensis	388	2245	6.43e-77	Gypsy-6_AEc_env#LTR/Gypsy	983	2095	6.071e-132	59.88152934841141	inside
Cluster4185	scaffold_137976:2-968(-):Ganaspis_brasiliensis	2	968	4.1409999999999995e-73	Gypsy5-NVi_env#LTR/Gypsy	1	966	1.93e-137	99.79296066252587	left
Cluster4185	scaffold_72347:354-1380(+):Ganaspis_brasiliensis	354	1380	1.168e-69	Gypsy-9_PBa_env#LTR/Gypsy	382	1347	6.478e-106	94.05458089668616	inside
Cluster4185	scaffold_115596:133-1003(+):Ganaspis_brasiliensis	133	1003	3.152e-59	Gypsy-19_PBa_env#LTR/Gypsy	137	1012	4.097e-89	99.54022988505747	right
Cluster4185	scaffold_153341:0-834(-):Ganaspis_brasiliensis	0	834	1.754e-55	Gypsy5-NVi_env#LTR/Gypsy	0	821	2.113e-91	98.44124700239809	inside
Cluster4185	scaffold_153341:0-834(-):Ganaspis_brasiliensis	0	834	1.754e-55	Gypsy5-NVi_env#LTR/Gypsy	0	821	2.113e-91	98.44124700239809	left
Cluster4185	scaffold_63512:445-1309(+):Ganaspis_brasiliensis	445	1309	2.761e-53	Gypsy-9_PBa_env#LTR/Gypsy	512	1309	3.992e-83	92.24537037037037	inside
Cluster4185	scaffold_63512:445-1309(+):Ganaspis_brasiliensis	445	1309	2.761e-53	Gypsy-9_PBa_env#LTR/Gypsy	512	1309	3.992e-83	92.24537037037037	right
Cluster4185	scaffold_149807:2-782(-):Ganaspis_brasiliensis	2	782	5.1039999999999994e-51	Gypsy-9_PBa_env#LTR/Gypsy	143	859	7.102000000000002e-72	81.92307692307692	right
Cluster4185	scaffold_88581:129-897(+):Ganaspis_brasiliensis	129	897	2.0539999999999998e-47	Gypsy5-NVi_env#LTR/Gypsy	178	897	1.711e-77	93.61979166666666	inside
Cluster4185	scaffold_88581:129-897(+):Ganaspis_brasiliensis	129	897	2.0539999999999998e-47	Gypsy5-NVi_env#LTR/Gypsy	178	897	1.711e-77	93.61979166666666	right
Cluster4185	scaffold_183582:9-654(-):Ganaspis_brasiliensis	9	654	8.828000000000001e-46	Gypsy5-NVi_env#LTR/Gypsy	1	654	7.345e-63	100	full
Cluster4185	scaffold_183582:9-654(-):Ganaspis_brasiliensis	9	654	8.828000000000001e-46	Gypsy5-NVi_env#LTR/Gypsy	1	654	7.345e-63	100.0	left
Cluster4185	scaffold_172759:1-706(-):Ganaspis_brasiliensis	1	706	1.255e-44	Gypsy5-NVi_env#LTR/Gypsy	14	688	4.157e-69	95.60283687943263	inside
Cluster4185	scaffold_142703:11-915(+):Ganaspis_brasiliensis	11	915	1.993e-44	Gypsy5-NVi_env#LTR/Gypsy	12	707	1.773e-62	76.88053097345133	inside
Cluster4185	scaffold_192381:1-619(+):Ganaspis_brasiliensis	1	619	3.301e-43	Gypsy5-NVi_env#LTR/Gypsy	5	619	4.241e-82	99.35275080906149	inside
Cluster4185	scaffold_192381:1-619(+):Ganaspis_brasiliensis	1	619	3.301e-43	Gypsy5-NVi_env#LTR/Gypsy	5	619	4.241e-82	99.35275080906149	right
Cluster4185	scaffold_221044:0-525(+):Ganaspis_brasiliensis	0	525	3.029e-39	Gypsy5-NVi_env#LTR/Gypsy	1	522	3.601e-52	99.23809523809524	inside
Cluster4185	scaffold_195272:0-606(-):Ganaspis_brasiliensis	0	606	8.911999999999998e-39	Gypsy5-NVi_env#LTR/Gypsy	2	607	1.5599999999999998e-67	99.66996699669967	right
Cluster4185	scaffold_157197:12-618(+):Ganaspis_brasiliensis	12	618	3.1030000000000003e-35	Gypsy-9_PBa_env#LTR/Gypsy	100	600	1.217e-44	82.50825082508251	inside
Cluster4185	scaffold_38633:2005-2611(+):Ganaspis_brasiliensis	2005	2611	4.182e-32	Gypsy5-NVi_env#LTR/Gypsy	2033	2557	3.342e-46	86.46864686468648	inside
Cluster4185	scaffold_213023:1-547(+):Ganaspis_brasiliensis	1	547	2.4230000000000003e-31	Gypsy5-NVi_env#LTR/Gypsy	5	547	8.713e-58	99.26739926739927	inside
Cluster4185	scaffold_213023:1-547(+):Ganaspis_brasiliensis	1	547	2.4230000000000003e-31	Gypsy5-NVi_env#LTR/Gypsy	5	547	8.713e-58	99.26739926739927	right
Cluster4185	scaffold_206284:7-954(+):Ganaspis_brasiliensis	7	954	1.4399999999999998e-30	Gypsy5-NVi_env#LTR/Gypsy	53	565	1.567e-49	54.06546990496304	inside
Cluster4185	scaffold_53838:2000-2576(+):Ganaspis_brasiliensis	2000	2576	1.696e-30	Gypsy5-NVi_env#LTR/Gypsy	2001	2582	2.877e-46	99.82638888888889	right
Cluster4185	scaffold_10044:7803-8457(+):Ganaspis_brasiliensis	7803	8457	1.815e-28	Gypsy5-NVi_env#LTR/Gypsy	7804	8349	9.211e-59	83.33333333333334	inside
Cluster4185	scaffold_148818:0-546(-):Ganaspis_brasiliensis	0	546	8.444e-28	Gypsy-18B_PBa_pol#LTR/Gypsy	2	157	4.585e-19	28.388278388278387	inside
Cluster4185	scaffold_74706:1117-1630(+):Ganaspis_brasiliensis	1117	1630	3.667e-27	Gypsy-19_PBa_env#LTR/Gypsy	1118	1618	3.594e-44	97.46588693957115	inside
Cluster4185	scaffold_209930:25-556(+):Ganaspis_brasiliensis	25	556	8.611e-27	Gypsy5-NVi_env#LTR/Gypsy	83	556	1.19e-46	89.07721280602637	inside
Cluster4185	scaffold_209930:25-556(+):Ganaspis_brasiliensis	25	556	8.611e-27	Gypsy5-NVi_env#LTR/Gypsy	83	556	1.19e-46	89.07721280602637	right
Cluster4185	scaffold_100522:54-771(-):Ganaspis_brasiliensis	54	771	1.774e-25	Gypsy-7_PBa_pol#LTR/Gypsy	101	421	8.812e-29	44.63040446304045	inside
Cluster4185	scaffold_30209:3016-3703(+):Ganaspis_brasiliensis	3016	3703	1.558e-24	Gypsy5-NVi_env#LTR/Gypsy	3044	3679	5.44e-37	92.43085880640466	inside
Cluster4185	scaffold_188959:54-630(-):Ganaspis_brasiliensis	54	630	5.636e-24	Gypsy5-NVi_env#LTR/Gypsy	8	631	2.358e-37	100	full
Cluster4185	scaffold_231092:2-500(+):Ganaspis_brasiliensis	2	500	1.7869999999999998e-22	Gypsy-9_PBa_env#LTR/Gypsy	36	491	1.129e-44	91.36546184738957	inside
Cluster4185	scaffold_251348:0-456(-):Ganaspis_brasiliensis	0	456	8.595e-21	Gypsy-9_PBa_env#LTR/Gypsy	9	458	7.441e-60	98.02631578947368	right
Cluster4185	scaffold_21316:3042-3859(-):Ganaspis_brasiliensis	3042	3859	4.996e-20	Gypsy-7_PBa_env#LTR/Gypsy	3010	3501	2.466e-38	56.181150550795586	left
Cluster4185	scaffold_13135:4543-5220(+):Ganaspis_brasiliensis	4543	5220	5.157e-18	Gypsy-6_AEc_env#LTR/Gypsy	4574	4963	7.111e-37	57.459379615952734	inside
Cluster4185	scaffold_107738:698-1393(+):Ganaspis_brasiliensis	698	1393	3.717e-15	Gypsy-9_PBa_env#LTR/Gypsy	1058	1393	1.5099999999999998e-41	48.201438848920866	inside
Cluster4185	scaffold_240568:0-477(-):Ganaspis_brasiliensis	0	477	7.799e-10	Gypsy5-NVi_env#LTR/Gypsy	7	480	1.592e-47	98.53249475890985	right
Cluster4185	scaffold_10331:410-2282(+):Ganaspis_ganaspis	410	2282	6.9409999999999975e-137	Gypsy-6_AEc_env#LTR/Gypsy	474	2225	9.349999999999999e-206	93.53632478632478	inside
Cluster4185	scaffold_20856:2540-4421(+):Ganaspis_ganaspis	2540	4421	1.552e-129	Gypsy5-NVi_env#LTR/Gypsy	2592	4409	1.997e-226	96.59755449229134	inside
Cluster4185	scaffold_54656:295-2038(-):Ganaspis_ganaspis	295	2038	8.372e-123	Gypsy5-NVi_env#LTR/Gypsy	0	1712	2.552e-196	81.29661503155478	left
Cluster4185	scaffold_6989:9814-11464(+):Ganaspis_ganaspis	9814	11464	8.469000000000001e-122	Gypsy5-NVi_env#LTR/Gypsy	9836	11464	1.207e-213	98.66666666666667	inside
Cluster4185	scaffold_6989:9814-11464(+):Ganaspis_ganaspis	9814	11464	8.469000000000001e-122	Gypsy5-NVi_env#LTR/Gypsy	9836	11464	1.207e-213	98.66666666666667	right
Cluster4185	scaffold_32041:2736-4533(-):Ganaspis_ganaspis	2736	4533	1.68e-120	Gypsy-18_NVi_env#LTR/Gypsy	3432	4046	6.104e-12	34.16805787423483	inside
Cluster4185	scaffold_69747:1-1075(+):Ganaspis_ganaspis	1	1075	7.650999999999999e-83	Gypsy-6_AEc_env#LTR/Gypsy	2	1000	4.133e-134	92.92364990689012	inside
Cluster4185	scaffold_59404:5-929(+):Ganaspis_ganaspis	5	929	1.664e-64	Gypsy-19_PBa_env#LTR/Gypsy	6	854	7.555e-99	91.77489177489177	inside
Cluster4185	scaffold_111554:476-1241(+):Ganaspis_ganaspis	476	1241	7.287e-56	Gypsy5-NVi_env#LTR/Gypsy	525	1244	2.3099999999999998e-82	93.59477124183006	right
Cluster4185	scaffold_88914:1-903(+):Ganaspis_ganaspis	1	903	1.0359999999999999e-44	Gypsy5-NVi_env#LTR/Gypsy	5	859	2.447e-77	94.67849223946784	inside
Cluster4185	scaffold_124087:0-669(-):Ganaspis_ganaspis	0	669	1.317e-40	Gypsy5-NVi_env#LTR/Gypsy	1	669	3.148e-65	99.85052316890882	inside
Cluster4185	scaffold_124087:0-669(-):Ganaspis_ganaspis	0	669	1.317e-40	Gypsy5-NVi_env#LTR/Gypsy	1	669	3.148e-65	99.85052316890882	right
Cluster4185	scaffold_124381:0-573(-):Ganaspis_ganaspis	0	573	4.6990000000000015e-34	Gypsy-6_AEc_env#LTR/Gypsy	98	667	5.294e-49	82.89703315881326	right
Cluster4185	NCVS01003649.1:3214-5053(+):Goniozus_legneri	3214	5053	2.5039999999999996e-94	Gypsy-6_AEc_env#LTR/Gypsy	3275	5059	3.4840000000000003e-132	96.68297988036977	right
Cluster4185	LHQN01027684.1:46-1999(+):Habropoda_laboriosa	46	1999	1.653e-123	Gypsy-19_PBa_env#LTR/Gypsy	95	1888	8.055999999999998e-228	91.80747567844342	inside
Cluster4185	LHQN01024004.1:169-1996(+):Habropoda_laboriosa	169	1996	3.676e-121	Gypsy-19_PBa_env#LTR/Gypsy	173	1969	5.400000000000002e-199	98.3032293377121	inside
Cluster4185	LHQN01021184.1:0-1653(+):Habropoda_laboriosa	0	1653	3.8000000000000004e-110	Gypsy-11_SI_env#LTR/Gypsy	1	1581	3.762e-205	95.58378705384149	inside
Cluster4185	QANH01000499.1:10788-12738(+):Harpegnathos_saltator	10788	12738	1.063e-132	Gypsy-11_SI_env#LTR/Gypsy	10864	12651	3.658e-201	91.64102564102564	inside
Cluster4185	QANH01000541.1:569-1262(+):Harpegnathos_saltator	569	1262	2.965e-39	Gypsy5-NVi_env#LTR/Gypsy	570	1148	9.857e-59	83.40548340548341	inside
Cluster4185	scaffold_22341_1:0-1932(-):Ichneumoninae_A	0	1932	6.316999999999999e-133	Gypsy5-NVi_env#LTR/Gypsy	111	1889	1.09e-217	92.02898550724638	inside
Cluster4185	scaffold_29272:148-1162(+):Ichneumoninae_A	148	1162	4.448e-63	Gypsy-9_PBa_env#LTR/Gypsy	197	1159	1.728e-99	94.87179487179486	inside
Cluster4185	scaffold_33934:249-765(+):Ichneumoninae_A	249	765	3.091e-28	Gypsy-6_AEc_env#LTR/Gypsy	259	765	3.178e-54	98.06201550387597	inside
Cluster4185	scaffold_33934:249-765(+):Ichneumoninae_A	249	765	3.091e-28	Gypsy-6_AEc_env#LTR/Gypsy	259	765	3.178e-54	98.06201550387597	right
Cluster4185	KB640232.1:12594-14088(+):Lasioglossum_albipes	12594	14088	1.955e-92	Gypsy-17_PBa_env#LTR/Gypsy	12598	13911	2.977e-149	87.88487282463187	inside
Cluster4185	ANOB01012329.1:98-1349(-):Lasioglossum_albipes	98	1349	9.846e-80	Gypsy-11_SI_env#LTR/Gypsy	529	1773	2.23e-126	65.54756195043964	right
Cluster4185	KB641209.1:3681-4737(-):Lasioglossum_albipes	3681	4737	1.6100000000000001e-74	Gypsy-11_SI_env#LTR/Gypsy	4018	4740	5.523e-64	68.08712121212122	right
Cluster4185	ANOB01002917.1:0-576(+):Lasioglossum_albipes	0	576	1.386e-40	Gypsy-19_PBa_env#LTR/Gypsy	1	585	1.8350000000000002e-58	99.82638888888889	right
Cluster4185	LBMM01007617.1:6143-8009(+):Lasius_niger	6143	8009	1.645e-136	Gypsy-19_PBa_env#LTR/Gypsy	6174	7982	4.681e-221	96.89174705251877	inside
Cluster4185	LBMM01008064.1:5542-7468(+):Lasius_niger	5542	7468	3.3559999999999997e-136	Gypsy-19_PBa_env#LTR/Gypsy	5621	7564	1.29e-271	95.89823468328142	right
Cluster4185	LBMM01011353.1:193-2179(-):Lasius_niger	193	2179	6.7689999999999994e-136	Mariner-10_LMi_tp#DNA/TcMar-Tc1	487	927	3.659e-50	22.15508559919436	inside
Cluster4185	LBMM01013192.1:1490-3317(+):Lasius_niger	1490	3317	3.844e-134	Gypsy-19_PBa_env#LTR/Gypsy	1491	3302	4.237e-216	99.12424740010947	inside
Cluster4185	LBMM01004455.1:7597-9406(+):Lasius_niger	7597	9406	7.887e-134	Gypsy-19_PBa_env#LTR/Gypsy	7607	9394	1.352e-208	98.78385848535103	inside
Cluster4185	LBMM01015550.1:136-2056(+):Lasius_niger	136	2056	1.3970000000000001e-132	Gypsy-6_AEc_env#LTR/Gypsy	143	2092	1.81e-317	99.63541666666667	right
Cluster4185	LBMM01009292.1:2255-4187(+):Lasius_niger	2255	4187	9.164000000000001e-131	Gypsy-6_AEc_env#LTR/Gypsy	2241	4223	1.839e-292	100	full
Cluster4185	LBMM01016047.1:916-2797(-):Lasius_niger	916	2797	8.863e-128	Gypsy-6_AEc_env#LTR/Gypsy	224	2194	4.584e-286	67.94258373205741	left
Cluster4185	LBMM01007301.1:6881-8457(+):Lasius_niger	6881	8457	1.33e-53	Gypsy33_AG#LTR/Gypsy	7430	7864	6.553e-39	27.53807106598985	inside
Cluster4185	LBMM01007301.1:6881-8457(+):Lasius_niger	6881	8457	1.33e-53	Gypsy-24_DAn#LTR/Gypsy	6962	7396	2.493e-57	27.53807106598985	inside
Cluster4185	LBMM01007301.1:6881-8457(+):Lasius_niger	6881	8457	1.33e-53	Gypsy5-NVi_env#LTR/Gypsy	6945	7856	3.5539999999999997e-94	57.80456852791879	inside
Cluster4185	LBMM01030978.1:2-755(+):Lasius_niger	2	755	5.965e-47	Gypsy5-NVi_env#LTR/Gypsy	3	755	4.742e-73	99.867197875166	inside
Cluster4185	LBMM01030978.1:2-755(+):Lasius_niger	2	755	5.965e-47	Gypsy5-NVi_env#LTR/Gypsy	3	755	4.742e-73	99.867197875166	right
Cluster4185	LBMM01006918.1:7016-8387(+):Lasius_niger	7016	8387	2.347e-43	Gypsy-19_PBa_env#LTR/Gypsy	7068	8354	1.047e-53	93.80014587892049	inside
Cluster4185	LBMM01006919.1:7016-8387(+):Lasius_niger	7016	8387	2.347e-43	Gypsy-19_PBa_env#LTR/Gypsy	7068	8354	1.047e-53	93.80014587892049	inside
Cluster4185	LBMM01007099.1:7187-8528(+):Lasius_niger	7187	8528	1.473e-34	Gypsy5-NVi_env#LTR/Gypsy	7239	8519	7.559e-49	95.45115585384042	inside
Cluster4185	scaffold_50173:862-1555(+):Leptomastidea_abnormis	862	1555	7.203e-50	Gypsy5-NVi_env#LTR/Gypsy	872	1552	2.28e-67	98.12409812409813	inside
Cluster4185	scaffold_49869_1:379-976(+):Leptomastidea_abnormis	379	976	5.214e-41	Gypsy5-NVi_env#LTR/Gypsy	386	976	7.59e-45	98.82747068676717	inside
Cluster4185	scaffold_49869_1:379-976(+):Leptomastidea_abnormis	379	976	5.214e-41	Gypsy5-NVi_env#LTR/Gypsy	386	976	7.59e-45	98.82747068676717	right
Cluster4185	scaffold_68977:7-580(+):Leptomastidea_abnormis	7	580	7.149e-35	Gypsy5-NVi_env#LTR/Gypsy	17	580	8.771e-56	98.25479930191972	inside
Cluster4185	scaffold_68977:7-580(+):Leptomastidea_abnormis	7	580	7.149e-35	Gypsy5-NVi_env#LTR/Gypsy	17	580	8.771e-56	98.25479930191972	right
Cluster4185	scaffold_40832:1-883(-):Leptomastidea_abnormis	1	883	2.7980000000000003e-28	Gypsy-9_PBa_2p#LTR/Gypsy	1	519	5.6e-53	58.730158730158735	inside
Cluster4185	scaffold_40832:1-883(-):Leptomastidea_abnormis	1	883	2.7980000000000003e-28	Gypsy-9_PBa_2p#LTR/Gypsy	1	519	5.6e-53	58.730158730158735	left
Cluster4185	IDBA_scaffold_26475:2645-4094(+):Leptopilina_boulardi	2645	4094	2.1180000000000002e-102	Gypsy5-NVi_env#LTR/Gypsy	2703	4094	3.0590000000000004e-160	95.99723947550034	inside
Cluster4185	IDBA_scaffold_26475:2645-4094(+):Leptopilina_boulardi	2645	4094	2.1180000000000002e-102	Gypsy5-NVi_env#LTR/Gypsy	2703	4094	3.0590000000000004e-160	95.99723947550034	right
Cluster4185	IDBA_scaffold_30043:261-1695(+):Leptopilina_boulardi	261	1695	3.999e-101	Gypsy5-NVi_env#LTR/Gypsy	319	1695	7.103e-161	95.95536959553695	inside
Cluster4185	IDBA_scaffold_30043:261-1695(+):Leptopilina_boulardi	261	1695	3.999e-101	Gypsy5-NVi_env#LTR/Gypsy	319	1695	7.103e-161	95.95536959553695	right
Cluster4185	IDBA_scaffold_9003:7078-8965(+):Leptopilina_boulardi	7078	8965	1.1779999999999999e-94	Gypsy-11_SI_env#LTR/Gypsy	7130	8884	5.383e-157	92.95177530471648	inside
Cluster4185	IDBA_scaffold_24239:125-1205(+):Leptopilina_boulardi	125	1205	5.524e-74	Gypsy5-NVi_env#LTR/Gypsy	126	1145	2.354e-133	94.35185185185185	inside
Cluster4185	IDBA_scaffold_37637:283-1114(-):Leptopilina_boulardi	283	1114	6.739e-59	Gypsy-6_AEc_env#LTR/Gypsy	4	747	5.284e-93	55.836341756919374	left
Cluster4185	IDBA_scaffold_27541:1030-1957(+):Leptopilina_boulardi	1030	1957	4.313e-48	Gypsy5-NVi_env#LTR/Gypsy	1043	1957	2.4e-102	98.59762675296656	inside
Cluster4185	IDBA_scaffold_27541:1030-1957(+):Leptopilina_boulardi	1030	1957	4.313e-48	Gypsy5-NVi_env#LTR/Gypsy	1043	1957	2.4e-102	98.59762675296656	right
