query;target;pident;alnlen;mismatch;gapopen;qstart;qend;tstart;tend;evalue;bits;qlen;tlen;tcov;qcov;Cluster;Names;scaffolds;GC;Arithmetic_cov_depth;Scaf_length;Median_cov_depth;scaf_name;scaf_length;cov_depth_candidat;cov_depth_BUSCO;pvalue_cov;count_duplicate;diff_length;HSP_group;strand;overlapping_group;full_loci_name;ORF_query;ORF_target;ORF_start;ORF_end;ORF_strand;Overlapp_ORF_EVEs;ORF_perc;start-end;start;end;Overlapp_group;Pseudogenized;count_repeat;count_euk;euk_count_plus_repeat;Scaffold_score;loci_length;SE_dNdS;Pvalue_dNdS;dNdS;dNdS_type;SE_plus_dNdS
DFV_QKN22484.1;PoFV_scaffold_17380:3873-3103(-);22.5;220;153;0;31;250;26;224;1.675e-11;63;326;257;0.774;0.675;Cluster56;PoFV_scaffold_17380:3873-3103(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;28;PoFV_scaffold_17380:3873-3103(-);PoFV_scaffold_17380:3873-3103(-);"scaffold_17380_ORF.7;3096-3879(-)";3096.0;3879.0;-;;1.016883116883117;3873-3103;3103;3873;24.0;no;0.0;0.0;0.0;C;770;;;;;
DFV_QKN22484.1;PoFV_scaffold_17380:3873-3103(-);22.5;220;153;0;31;250;26;224;1.675e-11;63;326;257;0.774;0.675;Cluster56;PoFV_scaffold_17380:3873-3103(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;28;PoFV_scaffold_17380:3873-3103(-);PoFV_scaffold_17380:3873-3103(-);"scaffold_17380_ORF.11;3952-4681(-)";3952.0;4681.0;-;;;3873-3103;3103;3873;25.0;no;0.0;0.0;0.0;C;770;;;;;
PoFV_scaffold_18896_orf003;PoFV_scaffold_17380:3873-3103(-);59.6;57;22;0;1;56;101;157;3.592e-13;69;432;257;0.222;0.13;Cluster56;PoFV_scaffold_17380:3873-3103(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;28;PoFV_scaffold_17380:3873-3103(-);PoFV_scaffold_17380:3873-3103(-);"scaffold_17380_ORF.7;3096-3879(-)";3096.0;3879.0;-;;1.016883116883117;3873-3103;3103;3873;24.0;no;0.0;0.0;0.0;C;770;;;;;
PoFV_scaffold_18896_orf003;PoFV_scaffold_17380:3873-3103(-);59.6;57;22;0;1;56;101;157;3.592e-13;69;432;257;0.222;0.13;Cluster56;PoFV_scaffold_17380:3873-3103(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;28;PoFV_scaffold_17380:3873-3103(-);PoFV_scaffold_17380:3873-3103(-);"scaffold_17380_ORF.11;3952-4681(-)";3952.0;4681.0;-;;;3873-3103;3103;3873;25.0;no;0.0;0.0;0.0;C;770;;;;;
LbFV_YP_009345618.1;PoFV_scaffold_17380:3873-3103(-);22.8;257;131;0;86;256;1;257;2.02e-15;74;299;257;1.0;0.572;Cluster56;PoFV_scaffold_17380:3873-3103(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;28;PoFV_scaffold_17380:3873-3103(-);PoFV_scaffold_17380:3873-3103(-);"scaffold_17380_ORF.7;3096-3879(-)";3096.0;3879.0;-;;1.016883116883117;3873-3103;3103;3873;24.0;no;0.0;0.0;0.0;C;770;;;;;
LbFV_YP_009345618.1;PoFV_scaffold_17380:3873-3103(-);22.8;257;131;0;86;256;1;257;2.02e-15;74;299;257;1.0;0.572;Cluster56;PoFV_scaffold_17380:3873-3103(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;28;PoFV_scaffold_17380:3873-3103(-);PoFV_scaffold_17380:3873-3103(-);"scaffold_17380_ORF.11;3952-4681(-)";3952.0;4681.0;-;;;3873-3103;3103;3873;25.0;no;0.0;0.0;0.0;C;770;;;;;
PoFV_scaffold_18896_orf004;PoFV_scaffold_17380:3873-3103(-);33.2;95;60;0;1;91;3;97;6.545e-09;53;126;257;0.354;0.754;Cluster56;PoFV_scaffold_17380:3873-3103(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;28;PoFV_scaffold_17380:3873-3103(-);PoFV_scaffold_17380:3873-3103(-);"scaffold_17380_ORF.7;3096-3879(-)";3096.0;3879.0;-;;1.016883116883117;3873-3103;3103;3873;24.0;no;0.0;0.0;0.0;C;770;;;;;
PoFV_scaffold_18896_orf004;PoFV_scaffold_17380:3873-3103(-);33.2;95;60;0;1;91;3;97;6.545e-09;53;126;257;0.354;0.754;Cluster56;PoFV_scaffold_17380:3873-3103(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;28;PoFV_scaffold_17380:3873-3103(-);PoFV_scaffold_17380:3873-3103(-);"scaffold_17380_ORF.11;3952-4681(-)";3952.0;4681.0;-;;;3873-3103;3103;3873;25.0;no;0.0;0.0;0.0;C;770;;;;;
Q9YMQ5_LdMNPV;PoFV_scaffold_33352:2402-1155(-);27.8;119;79;0;345;455;239;357;1.882e-07;51;511;416;0.286;0.217;Cluster56;PoFV_scaffold_33352:2402-1155(-);scaffold_33352;0.301872372946122;31.0940187273075;5233.0;32.0;scaffold_33352;213;32.0;33.96815107102593;0.0935738444193912;2;19.0;12.0;-;65;PoFV_scaffold_33352:2402-1155(-);PoFV_scaffold_33352:2402-1155(-);"scaffold_33352_ORF.10;1439-2402(-)";1439.0;2402.0;-;;0.7722534081796311;2402-1155;1155;2402;57.0;yes;0.0;0.0;0.0;C;1247;;;;;
Q9YMQ5_LdMNPV;PoFV_scaffold_33352:2402-1155(-);27.8;119;79;0;345;455;239;357;1.882e-07;51;511;416;0.286;0.217;Cluster56;PoFV_scaffold_33352:2402-1155(-);scaffold_33352;0.301872372946122;31.0940187273075;5233.0;32.0;scaffold_33352;213;32.0;33.96815107102593;0.0935738444193912;2;19.0;12.0;-;65;PoFV_scaffold_33352:2402-1155(-);PoFV_scaffold_33352:2402-1155(-);"scaffold_33352_ORF.11;1148-1343(-)";1148.0;1343.0;-;;0.1563753007217321;2402-1155;1155;2402;56.0;yes;0.0;0.0;0.0;C;1247;;;;;
Q9YMI2_LdMNPV;PoFV_scaffold_33352:2402-1155(-);32.6;103;63;0;99;193;1;103;1.959e-09;56;354;416;0.248;0.268;Cluster56;PoFV_scaffold_33352:2402-1155(-);scaffold_33352;0.301872372946122;31.0940187273075;5233.0;32.0;scaffold_33352;213;32.0;33.96815107102593;0.0935738444193912;2;19.0;12.0;-;65;PoFV_scaffold_33352:2402-1155(-);PoFV_scaffold_33352:2402-1155(-);"scaffold_33352_ORF.10;1439-2402(-)";1439.0;2402.0;-;;0.7722534081796311;2402-1155;1155;2402;57.0;yes;0.0;0.0;0.0;C;1247;;;;;
Q9YMI2_LdMNPV;PoFV_scaffold_33352:2402-1155(-);32.6;103;63;0;99;193;1;103;1.959e-09;56;354;416;0.248;0.268;Cluster56;PoFV_scaffold_33352:2402-1155(-);scaffold_33352;0.301872372946122;31.0940187273075;5233.0;32.0;scaffold_33352;213;32.0;33.96815107102593;0.0935738444193912;2;19.0;12.0;-;65;PoFV_scaffold_33352:2402-1155(-);PoFV_scaffold_33352:2402-1155(-);"scaffold_33352_ORF.11;1148-1343(-)";1148.0;1343.0;-;;0.1563753007217321;2402-1155;1155;2402;56.0;yes;0.0;0.0;0.0;C;1247;;;;;
Q9YMH4_LdMNPV;PoFV_scaffold_33352:2402-1155(-);49.8;54;27;0;103;156;1;54;1.703e-08;53;337;416;0.13;0.16;Cluster56;PoFV_scaffold_33352:2402-1155(-);scaffold_33352;0.301872372946122;31.0940187273075;5233.0;32.0;scaffold_33352;213;32.0;33.96815107102593;0.0935738444193912;2;19.0;12.0;-;65;PoFV_scaffold_33352:2402-1155(-);PoFV_scaffold_33352:2402-1155(-);"scaffold_33352_ORF.10;1439-2402(-)";1439.0;2402.0;-;;0.7722534081796311;2402-1155;1155;2402;57.0;yes;0.0;0.0;0.0;C;1247;;;;;
Q9YMH4_LdMNPV;PoFV_scaffold_33352:2402-1155(-);49.8;54;27;0;103;156;1;54;1.703e-08;53;337;416;0.13;0.16;Cluster56;PoFV_scaffold_33352:2402-1155(-);scaffold_33352;0.301872372946122;31.0940187273075;5233.0;32.0;scaffold_33352;213;32.0;33.96815107102593;0.0935738444193912;2;19.0;12.0;-;65;PoFV_scaffold_33352:2402-1155(-);PoFV_scaffold_33352:2402-1155(-);"scaffold_33352_ORF.11;1148-1343(-)";1148.0;1343.0;-;;0.1563753007217321;2402-1155;1155;2402;56.0;yes;0.0;0.0;0.0;C;1247;;;;;
Q9YMU2_LdMNPV;PoFV_scaffold_33352:2402-1155(-);51.0;54;26;0;93;146;1;54;5.97e-09;55;351;416;0.13;0.154;Cluster56;PoFV_scaffold_33352:2402-1155(-);scaffold_33352;0.301872372946122;31.0940187273075;5233.0;32.0;scaffold_33352;213;32.0;33.96815107102593;0.0935738444193912;2;19.0;12.0;-;65;PoFV_scaffold_33352:2402-1155(-);PoFV_scaffold_33352:2402-1155(-);"scaffold_33352_ORF.10;1439-2402(-)";1439.0;2402.0;-;;0.7722534081796311;2402-1155;1155;2402;57.0;yes;0.0;0.0;0.0;C;1247;;;;;
Q9YMU2_LdMNPV;PoFV_scaffold_33352:2402-1155(-);51.0;54;26;0;93;146;1;54;5.97e-09;55;351;416;0.13;0.154;Cluster56;PoFV_scaffold_33352:2402-1155(-);scaffold_33352;0.301872372946122;31.0940187273075;5233.0;32.0;scaffold_33352;213;32.0;33.96815107102593;0.0935738444193912;2;19.0;12.0;-;65;PoFV_scaffold_33352:2402-1155(-);PoFV_scaffold_33352:2402-1155(-);"scaffold_33352_ORF.11;1148-1343(-)";1148.0;1343.0;-;;0.1563753007217321;2402-1155;1155;2402;56.0;yes;0.0;0.0;0.0;C;1247;;;;;
PoFV_scaffold_18896_orf003;PoFV_scaffold_33352:2402-1155(-);83.0;428;71;0;1;428;1;416;9.693e-240;733;432;416;1.0;0.991;Cluster56;PoFV_scaffold_33352:2402-1155(-);scaffold_33352;0.301872372946122;31.0940187273075;5233.0;32.0;scaffold_33352;213;32.0;33.96815107102593;0.0935738444193912;2;19.0;12.0;-;65;PoFV_scaffold_33352:2402-1155(-);PoFV_scaffold_33352:2402-1155(-);"scaffold_33352_ORF.10;1439-2402(-)";1439.0;2402.0;-;;0.7722534081796311;2402-1155;1155;2402;57.0;yes;0.0;0.0;0.0;C;1247;;;;;
PoFV_scaffold_18896_orf003;PoFV_scaffold_33352:2402-1155(-);83.0;428;71;0;1;428;1;416;9.693e-240;733;432;416;1.0;0.991;Cluster56;PoFV_scaffold_33352:2402-1155(-);scaffold_33352;0.301872372946122;31.0940187273075;5233.0;32.0;scaffold_33352;213;32.0;33.96815107102593;0.0935738444193912;2;19.0;12.0;-;65;PoFV_scaffold_33352:2402-1155(-);PoFV_scaffold_33352:2402-1155(-);"scaffold_33352_ORF.11;1148-1343(-)";1148.0;1343.0;-;;0.1563753007217321;2402-1155;1155;2402;56.0;yes;0.0;0.0;0.0;C;1247;;;;;
PoFV_scaffold_18896_orf004;PoFV_scaffold_33352:2792-2490(-);71.4;102;29;0;1;102;1;101;3.123e-43;149;126;101;1.0;0.81;Cluster56;PoFV_scaffold_33352:2792-2490(-);scaffold_33352;0.301872372946122;31.0940187273075;5233.0;32.0;scaffold_33352;213;32.0;33.96815107102593;0.0935738444193912;1;;;-;66;PoFV_scaffold_33352:2792-2490(-);PoFV_scaffold_33352:2792-2490(-);"scaffold_33352_ORF.9;2471-2792(-)";2471.0;2792.0;-;;1.0629139072847682;2792-2490;2490;2792;58.0;no;0.0;0.0;0.0;C;302;;;;;
PoFV_scaffold_7638_orf011;PoFV_scaffold_8315:5779-6069(+);90.4;97;9;0;8;104;1;97;2.73e-56;185;105;97;1.0;0.924;Cluster56;PoFV_scaffold_8315:5779-6069(+);scaffold_8315;0.301560912533481;32.7433955292814;10826.0;32.0;scaffold_8315;130;32.0;33.96815107102593;0.0935738444193912;1;;;+;117;PoFV_scaffold_8315:5779-6069(+);PoFV_scaffold_8315:5779-6069(+);"scaffold_8315_ORF.3;5283-6069(+)";5283.0;6069.0;-;;2.7103448275862068;5779-6069;5779;6069;94.0;no;0.0;0.0;0.0;C;290;;;;;
Q9YMI2_LdMNPV;PoFV_scaffold_3866:3124-2846(-);41.2;87;49;0;5;89;7;93;2.126e-12;66;354;93;0.935;0.24;Cluster56;PoFV_scaffold_3866:3124-2846(-);scaffold_3866;0.382792130836691;36.1767801270503;21094.0;36.0;scaffold_3866;728;36.0;33.96815107102593;0.0586245772266065;2;;;-;74;PoFV_scaffold_3866:3124-2846(-);PoFV_scaffold_3866:3124-2846(-);"scaffold_3866_ORF.42;2653-3124(-)";2653.0;3124.0;-;;1.6942446043165469;3124-2846;2846;3124;62.0;no;1.0;0.0;1.0;A;278;;;;;
Q9YMI2_LdMNPV;PoFV_scaffold_3866:3124-2846(-);41.2;87;49;0;5;89;7;93;2.126e-12;66;354;93;0.935;0.24;Cluster56;PoFV_scaffold_3866:3124-2846(-);scaffold_3866;0.382792130836691;36.1767801270503;21094.0;36.0;scaffold_3866;728;36.0;33.96815107102593;0.0586245772266065;2;;;-;74;PoFV_scaffold_3866:3124-2846(-);PoFV_scaffold_3866:3124-2846(-);"scaffold_3866_ORF.12;4810-5110(+)";4810.0;5110.0;-;;;3124-2846;2846;3124;64.0;no;1.0;0.0;1.0;A;278;;;;;
PoFV_scaffold_18896_orf004;PoFV_scaffold_3866:3124-2846(-);39.0;97;56;0;1;97;1;93;5.41e-15;68;126;93;1.0;0.77;Cluster56;PoFV_scaffold_3866:3124-2846(-);scaffold_3866;0.382792130836691;36.1767801270503;21094.0;36.0;scaffold_3866;728;36.0;33.96815107102593;0.0586245772266065;2;;;-;74;PoFV_scaffold_3866:3124-2846(-);PoFV_scaffold_3866:3124-2846(-);"scaffold_3866_ORF.42;2653-3124(-)";2653.0;3124.0;-;;1.6942446043165469;3124-2846;2846;3124;62.0;no;1.0;0.0;1.0;A;278;;;;;
PoFV_scaffold_18896_orf004;PoFV_scaffold_3866:3124-2846(-);39.0;97;56;0;1;97;1;93;5.41e-15;68;126;93;1.0;0.77;Cluster56;PoFV_scaffold_3866:3124-2846(-);scaffold_3866;0.382792130836691;36.1767801270503;21094.0;36.0;scaffold_3866;728;36.0;33.96815107102593;0.0586245772266065;2;;;-;74;PoFV_scaffold_3866:3124-2846(-);PoFV_scaffold_3866:3124-2846(-);"scaffold_3866_ORF.12;4810-5110(+)";4810.0;5110.0;-;;;3124-2846;2846;3124;64.0;no;1.0;0.0;1.0;A;278;;;;;
Q9YMH4_LdMNPV;PoFV_scaffold_3866:3124-2846(-);35.3;89;56;0;5;93;7;93;5.475e-09;55;337;93;0.935;0.264;Cluster56;PoFV_scaffold_3866:3124-2846(-);scaffold_3866;0.382792130836691;36.1767801270503;21094.0;36.0;scaffold_3866;728;36.0;33.96815107102593;0.0586245772266065;2;;;-;74;PoFV_scaffold_3866:3124-2846(-);PoFV_scaffold_3866:3124-2846(-);"scaffold_3866_ORF.42;2653-3124(-)";2653.0;3124.0;-;;1.6942446043165469;3124-2846;2846;3124;62.0;no;1.0;0.0;1.0;A;278;;;;;
Q9YMH4_LdMNPV;PoFV_scaffold_3866:3124-2846(-);35.3;89;56;0;5;93;7;93;5.475e-09;55;337;93;0.935;0.264;Cluster56;PoFV_scaffold_3866:3124-2846(-);scaffold_3866;0.382792130836691;36.1767801270503;21094.0;36.0;scaffold_3866;728;36.0;33.96815107102593;0.0586245772266065;2;;;-;74;PoFV_scaffold_3866:3124-2846(-);PoFV_scaffold_3866:3124-2846(-);"scaffold_3866_ORF.12;4810-5110(+)";4810.0;5110.0;-;;;3124-2846;2846;3124;64.0;no;1.0;0.0;1.0;A;278;;;;;
Q9YMI2_LdMNPV;PoFV_scaffold_3866:4826-5101(+);38.8;85;51;0;6;89;1;85;2.026e-10;59;354;92;0.924;0.237;Cluster56;PoFV_scaffold_3866:4826-5101(+);scaffold_3866;0.382792130836691;36.1767801270503;21094.0;36.0;scaffold_3866;728;36.0;33.96815107102593;0.0586245772266065;2;;;+;75;PoFV_scaffold_3866:4826-5101(+);PoFV_scaffold_3866:4826-5101(+);"scaffold_3866_ORF.12;4810-5110(+)";4810.0;5110.0;-;;1.0909090909090908;4826-5101;4826;5101;64.0;no;1.0;0.0;1.0;A;275;;;;;
Q9YMI2_LdMNPV;PoFV_scaffold_3866:4826-5101(+);38.8;85;51;0;6;89;1;85;2.026e-10;59;354;92;0.924;0.237;Cluster56;PoFV_scaffold_3866:4826-5101(+);scaffold_3866;0.382792130836691;36.1767801270503;21094.0;36.0;scaffold_3866;728;36.0;33.96815107102593;0.0586245772266065;2;;;+;75;PoFV_scaffold_3866:4826-5101(+);PoFV_scaffold_3866:4826-5101(+);"scaffold_3866_ORF.2;3756-4080(+)";3756.0;4080.0;-;;;4826-5101;4826;5101;63.0;no;1.0;0.0;1.0;A;275;;;;;
Q9YMI2_LdMNPV;PoFV_scaffold_3866:4826-5101(+);38.8;85;51;0;6;89;1;85;2.026e-10;59;354;92;0.924;0.237;Cluster56;PoFV_scaffold_3866:4826-5101(+);scaffold_3866;0.382792130836691;36.1767801270503;21094.0;36.0;scaffold_3866;728;36.0;33.96815107102593;0.0586245772266065;2;;;+;75;PoFV_scaffold_3866:4826-5101(+);PoFV_scaffold_3866:4826-5101(+);"scaffold_3866_ORF.42;2653-3124(-)";2653.0;3124.0;-;;;4826-5101;4826;5101;62.0;no;1.0;0.0;1.0;A;275;;;;;
PoFV_scaffold_18896_orf004;PoFV_scaffold_3866:4826-5101(+);33.1;97;61;0;8;104;1;92;2.339e-10;54;126;92;1.0;0.77;Cluster56;PoFV_scaffold_3866:4826-5101(+);scaffold_3866;0.382792130836691;36.1767801270503;21094.0;36.0;scaffold_3866;728;36.0;33.96815107102593;0.0586245772266065;2;;;+;75;PoFV_scaffold_3866:4826-5101(+);PoFV_scaffold_3866:4826-5101(+);"scaffold_3866_ORF.12;4810-5110(+)";4810.0;5110.0;-;;1.0909090909090908;4826-5101;4826;5101;64.0;no;1.0;0.0;1.0;A;275;;;;;
PoFV_scaffold_18896_orf004;PoFV_scaffold_3866:4826-5101(+);33.1;97;61;0;8;104;1;92;2.339e-10;54;126;92;1.0;0.77;Cluster56;PoFV_scaffold_3866:4826-5101(+);scaffold_3866;0.382792130836691;36.1767801270503;21094.0;36.0;scaffold_3866;728;36.0;33.96815107102593;0.0586245772266065;2;;;+;75;PoFV_scaffold_3866:4826-5101(+);PoFV_scaffold_3866:4826-5101(+);"scaffold_3866_ORF.2;3756-4080(+)";3756.0;4080.0;-;;;4826-5101;4826;5101;63.0;no;1.0;0.0;1.0;A;275;;;;;
PoFV_scaffold_18896_orf004;PoFV_scaffold_3866:4826-5101(+);33.1;97;61;0;8;104;1;92;2.339e-10;54;126;92;1.0;0.77;Cluster56;PoFV_scaffold_3866:4826-5101(+);scaffold_3866;0.382792130836691;36.1767801270503;21094.0;36.0;scaffold_3866;728;36.0;33.96815107102593;0.0586245772266065;2;;;+;75;PoFV_scaffold_3866:4826-5101(+);PoFV_scaffold_3866:4826-5101(+);"scaffold_3866_ORF.42;2653-3124(-)";2653.0;3124.0;-;;;4826-5101;4826;5101;62.0;no;1.0;0.0;1.0;A;275;;;;;
Q9YMH4_LdMNPV;PoFV_scaffold_3866:4826-5101(+);35.5;88;54;0;6;93;1;85;5.475e-09;55;337;92;0.924;0.261;Cluster56;PoFV_scaffold_3866:4826-5101(+);scaffold_3866;0.382792130836691;36.1767801270503;21094.0;36.0;scaffold_3866;728;36.0;33.96815107102593;0.0586245772266065;2;;;+;75;PoFV_scaffold_3866:4826-5101(+);PoFV_scaffold_3866:4826-5101(+);"scaffold_3866_ORF.12;4810-5110(+)";4810.0;5110.0;-;;1.0909090909090908;4826-5101;4826;5101;64.0;no;1.0;0.0;1.0;A;275;;;;;
Q9YMH4_LdMNPV;PoFV_scaffold_3866:4826-5101(+);35.5;88;54;0;6;93;1;85;5.475e-09;55;337;92;0.924;0.261;Cluster56;PoFV_scaffold_3866:4826-5101(+);scaffold_3866;0.382792130836691;36.1767801270503;21094.0;36.0;scaffold_3866;728;36.0;33.96815107102593;0.0586245772266065;2;;;+;75;PoFV_scaffold_3866:4826-5101(+);PoFV_scaffold_3866:4826-5101(+);"scaffold_3866_ORF.2;3756-4080(+)";3756.0;4080.0;-;;;4826-5101;4826;5101;63.0;no;1.0;0.0;1.0;A;275;;;;;
Q9YMH4_LdMNPV;PoFV_scaffold_3866:4826-5101(+);35.5;88;54;0;6;93;1;85;5.475e-09;55;337;92;0.924;0.261;Cluster56;PoFV_scaffold_3866:4826-5101(+);scaffold_3866;0.382792130836691;36.1767801270503;21094.0;36.0;scaffold_3866;728;36.0;33.96815107102593;0.0586245772266065;2;;;+;75;PoFV_scaffold_3866:4826-5101(+);PoFV_scaffold_3866:4826-5101(+);"scaffold_3866_ORF.42;2653-3124(-)";2653.0;3124.0;-;;;4826-5101;4826;5101;62.0;no;1.0;0.0;1.0;A;275;;;;;
Q9YMI2_LdMNPV;PoFV_scaffold_11746:849-1181(+);36.4;89;55;0;5;91;7;95;1.111e-09;57;354;111;0.802;0.246;Cluster56;PoFV_scaffold_11746:849-1181(+);scaffold_11746;0.307386814932486;34.7995498477426;7553.0;35.0;scaffold_11746;299;35.0;33.96815107102593;0.1567080045095828;1;;;+;12;PoFV_scaffold_11746:849-1181(+);PoFV_scaffold_11746:849-1181(+);"scaffold_11746_ORF.4;839-1718(+)";839.0;1718.0;-;;2.647590361445783;849-1181;849;1181;12.0;no;0.0;1.0;1.0;A;332;;;;;
PoFV_scaffold_18896_orf004;PoFV_scaffold_11746:849-1181(+);31.7;120;75;0;1;120;1;111;4.411e-13;62;126;111;1.0;0.952;Cluster56;PoFV_scaffold_11746:849-1181(+);scaffold_11746;0.307386814932486;34.7995498477426;7553.0;35.0;scaffold_11746;299;35.0;33.96815107102593;0.1567080045095828;1;;;+;12;PoFV_scaffold_11746:849-1181(+);PoFV_scaffold_11746:849-1181(+);"scaffold_11746_ORF.4;839-1718(+)";839.0;1718.0;-;;2.647590361445783;849-1181;849;1181;12.0;no;0.0;1.0;1.0;A;332;;;;;
LbFV_YP_009345618.1;PoFV_scaffold_11746:849-1181(+);30.7;108;69;0;86;186;3;110;7.35e-09;54;299;111;0.973;0.338;Cluster56;PoFV_scaffold_11746:849-1181(+);scaffold_11746;0.307386814932486;34.7995498477426;7553.0;35.0;scaffold_11746;299;35.0;33.96815107102593;0.1567080045095828;1;;;+;12;PoFV_scaffold_11746:849-1181(+);PoFV_scaffold_11746:849-1181(+);"scaffold_11746_ORF.4;839-1718(+)";839.0;1718.0;-;;2.647590361445783;849-1181;849;1181;12.0;no;0.0;1.0;1.0;A;332;;;;;
Q9YMH4_LdMNPV;PoFV_scaffold_11746:849-1181(+);38.4;91;54;0;7;95;5;95;1.842e-13;63;337;111;0.802;0.27;Cluster56;PoFV_scaffold_11746:849-1181(+);scaffold_11746;0.307386814932486;34.7995498477426;7553.0;35.0;scaffold_11746;299;35.0;33.96815107102593;0.1567080045095828;1;;;+;12;PoFV_scaffold_11746:849-1181(+);PoFV_scaffold_11746:849-1181(+);"scaffold_11746_ORF.4;839-1718(+)";839.0;1718.0;-;;2.647590361445783;849-1181;849;1181;12.0;no;0.0;1.0;1.0;A;332;;;;;
PoFV_scaffold_7638_orf011;PoFV_scaffold_44098:3892-3602(-);81.4;97;18;0;8;104;1;97;3.772e-49;165;105;97;1.0;0.924;Cluster56;PoFV_scaffold_44098:3892-3602(-);scaffold_44098;0.305243759423689;30.2637399463807;5968.0;31.0;scaffold_44098;105;31.0;33.96815107102593;0.0377677564825253;1;;;-;82;PoFV_scaffold_44098:3892-3602(-);PoFV_scaffold_44098:3892-3602(-);"scaffold_44098_ORF.7;3601-3910(-)";3601.0;3910.0;-;;1.0655172413793104;3892-3602;3602;3892;71.0;no;0.0;0.0;0.0;C;290;;;;;
PoFV_scaffold_18896_orf004;PoFV_scaffold_5109:10090-10236(+);57.1;52;21;0;14;65;1;49;2.121e-12;60;126;49;1.0;0.413;Cluster56;PoFV_scaffold_5109:10090-10236(+);scaffold_5109;0.370441619270659;30.6426898628304;11956.0;31.0;scaffold_5109;326;31.0;33.96815107102593;0.0377677564825253;1;;;+;87;PoFV_scaffold_5109:10090-10236(+);;;;;;;;10090-10236;10090;10236;;no;0.0;0.0;0.0;C;146;;;;;
PoFV_scaffold_18896_orf003;PoFV_scaffold_29373:1788-2798(+);29.1;337;230;0;87;412;1;337;4.183e-38;147;432;337;1.0;0.755;Cluster56;PoFV_scaffold_29373:1788-2798(+);scaffold_29373;0.27808553068912;30.0097517730496;4512.0;32.0;scaffold_29373;432;32.0;33.96815107102593;0.0935738444193912;1;;;+;56;PoFV_scaffold_29373:1788-2798(+);PoFV_scaffold_29373:1788-2798(+);"scaffold_29373_ORF.2;992-2897(+)";992.0;2897.0;-;;1.886138613861386;1788-2798;1788;2798;48.0;no;0.0;0.0;0.0;C;1010;;;;;
DFV_QKN22513.1;PoFV_scaffold_17380:1720-962(-);23.8;240;168;0;12;232;12;251;2.512e-16;76;233;253;0.949;0.948;Cluster339;PoFV_scaffold_17380:1720-962(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;1;;;-;26;PoFV_scaffold_17380:1720-962(-);PoFV_scaffold_17380:1720-962(-);"scaffold_17380_ORF.13;961-1714(-)";961.0;1714.0;-;;0.9934036939313984;1720-962;962;1720;22.0;no;0.0;0.0;0.0;C;758;0.0413;4.528599717446014e-13;0.1769;classic;0.2182
PoFV_scaffold_2702_orf003;PoFV_scaffold_17380:1720-962(-);81.0;253;46;0;3;247;1;253;9.813e-136;422;248;253;1.0;0.988;Cluster339;PoFV_scaffold_17380:1720-962(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;1;;;-;26;PoFV_scaffold_17380:1720-962(-);PoFV_scaffold_17380:1720-962(-);"scaffold_17380_ORF.13;961-1714(-)";961.0;1714.0;-;;0.9934036939313984;1720-962;962;1720;22.0;no;0.0;0.0;0.0;C;758;0.0413;4.528599717446014e-13;0.1769;classic;0.2182
LbFV_YP_009345689.1;PoFV_scaffold_17380:1720-962(-);26.8;243;153;0;4;213;11;253;1.169e-22;94;215;253;0.96;0.977;Cluster339;PoFV_scaffold_17380:1720-962(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;1;;;-;26;PoFV_scaffold_17380:1720-962(-);PoFV_scaffold_17380:1720-962(-);"scaffold_17380_ORF.13;961-1714(-)";961.0;1714.0;-;;0.9934036939313984;1720-962;962;1720;22.0;no;0.0;0.0;0.0;C;758;0.0413;4.528599717446014e-13;0.1769;classic;0.2182
